0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0
0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;3;3;3;0;X;X;E;0;0;0
0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;3;3;3;0;X;0;0;0;0;0
0;0;0;0;0;0;0;2;2;2;0;X;X;X;0;X;0;0;0;X;0;4;4;4;0
0;0;0;0;0;0;0;0;X;0;0;X;0;X;X;X;X;X;X;X;0;4;4;4;0
0;0;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;X;0;4;4;4;0
0;0;X;0;X;X;X;0;0;0;0;P;P;P;P;0;0;0;0;X;X;0;X;0;0
0;0;X;0;0;X;0;0;0;0;P;P;0;0;P;0;0;0;0;0;X;X;X;0;0
0;1;1;1;0;X;0;0;P;P;P;0;0;0;P;0;0;0;0;0;X;0;0;0;0
0;1;1;1;0;X;0;0;P;0;0;0;P;P;P;0;5;5;5;0;X;0;0;0;0
0;1;1;1;0;X;0;0;P;P;0;0;P;0;0;0;5;5;5;0;X;0;0;0;0
0;0;0;0;0;X;0;0;0;P;0;0;P;P;P;0;5;5;5;0;X;0;0;0;0
0;0;0;E;X;X;0;0;P;P;0;0;0;0;P;0;0;0;X;X;X;0;0;0;0
0;0;0;0;0;0;0;0;P;0;0;0;0;0;P;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0
